method,seed,model_slug,geometry,family,objective,top_k,max_candidates,max_labels,threshold_factor,min_prob,marginal_temperature,neighbor_steps,random_seed,empirical_metric,alpha_neighbor,beta_opposite,gamma_cardinality,text_id,sent_id,text,gold_labels,standard_labels,decoded_labels,removed_labels,added_labels,removed_opposite_false_positives,lost_true_positives,gained_true_positives,sample_f1_standard,sample_f1_decoded,sample_f1_delta,top_probabilities
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,DE_051,25,"The head of the Thai immigration police, Surachate Hakparn, said in Bangkok: ""It was her own wish to go to Canada.",Self-direction: thought,Self-direction: action,Self-direction: thought | Self-direction: action,,Self-direction: thought,,,Self-direction: thought,0.0,0.6666666666666666,0.6666666666666666,Self-direction: action=0.1904 | Self-direction: thought=0.0595 | Conformity: interpersonal=0.0218 | Stimulation=0.0164 | Face=0.0136
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,DE_196,22,"In these times of crisis, the church has the task of arguing with reason and being a reliable partner for people and supporting them with its charitable institutions.",Benevolence: caring,Benevolence: dependability,Benevolence: caring | Benevolence: dependability,,Benevolence: caring,,,Benevolence: caring,0.0,0.6666666666666666,0.6666666666666666,Benevolence: dependability=0.5950 | Benevolence: caring=0.2348 | Universalism: concern=0.0765 | Stimulation=0.0369 | Self-direction: action=0.0315
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,DE_196,4,"In these difficult times, the church could provide support and orientation, but it also has a lot to do with itself at the moment.",Benevolence: dependability,Benevolence: caring,Benevolence: caring | Benevolence: dependability,,Benevolence: dependability,,,Benevolence: dependability,0.0,0.6666666666666666,0.6666666666666666,Benevolence: caring=0.6900 | Benevolence: dependability=0.1782 | Universalism: concern=0.0738 | Self-direction: action=0.0314 | Security: societal=0.0280
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EL_022,18,"Furthermore, Deree's curriculum cultivates high-level knowledge and skills that are applicable to a broader business field related to logistics and supply chain management.",Stimulation,Achievement,Stimulation | Achievement,,Stimulation,,,Stimulation,0.0,0.6666666666666666,0.6666666666666666,Achievement=0.3602 | Stimulation=0.1959 | Self-direction: action=0.0263 | Self-direction: thought=0.0134 | Power: resources=0.0107
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EL_218,13,"According to the Universal Declaration of Human Rights, everyone has the right to freedom of opinion and expression without adverse consequences and to seek, receive and impart information and ideas through any media and anywhere in the world. 2.",Universalism: tolerance,Universalism: concern,Universalism: concern | Universalism: tolerance,,Universalism: tolerance,,,Universalism: tolerance,0.0,0.6666666666666666,0.6666666666666666,Universalism: concern=0.8872 | Universalism: tolerance=0.2031 | Self-direction: action=0.0626 | Power: dominance=0.0503 | Security: societal=0.0458
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_056,33,The first lie - the Director General of the Ministry of the Interior never ordered me anything but helped my request to convince the Israel Police to close the loopholes.&quot;,Face,Power: dominance,Power: dominance | Face,,Face,,,Face,0.0,0.6666666666666666,0.6666666666666666,Power: dominance=0.7377 | Face=0.2413 | Conformity: rules=0.1132 | Achievement=0.0301 | Conformity: interpersonal=0.0287
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,IT_183,19,"This and other thoughts have tilted markets toward a cautious approach, especially in Europe, while Wall Street has been able to update its records.",Achievement,Power: resources,Achievement | Power: resources,,Achievement,,,Achievement,0.0,0.6666666666666666,0.6666666666666666,Power: resources=0.2155 | Stimulation=0.1528 | Achievement=0.1298 | Security: societal=0.0422 | Self-direction: action=0.0251
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,NL_261,31,"Last year, more than a quarter of high school teachers had to deal with students cursing, intimidating or even using physical violence against their teacher, a survey of more than a thousand teachers by research firm DUO showed in November.",Security: societal,Security: personal,Security: personal | Security: societal,,Security: societal,,,Security: societal,0.0,0.6666666666666666,0.6666666666666666,Security: societal=0.4205 | Security: personal=0.3106 | Conformity: interpersonal=0.0981 | Universalism: tolerance=0.0843 | Universalism: concern=0.0585
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_032,17,"If internet browsers give a warning about a site, it is also important to take this warning into account and leave the site in order to stay safe.""",Security: personal,Security: societal,Security: personal | Security: societal,,Security: personal,,,Security: personal,0.0,0.6666666666666666,0.6666666666666666,Security: societal=0.5684 | Security: personal=0.3010 | Conformity: rules=0.0846 | Conformity: interpersonal=0.0303 | Universalism: concern=0.0222
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_173,20,"Kaymakcı also expressed his gratitude for the support provided by the EU and member states following the earthquakes in Turkey on February 6, centered in Kahramanmaraş.",Benevolence: caring,Benevolence: dependability,Benevolence: caring | Benevolence: dependability,,Benevolence: caring,,,Benevolence: caring,0.0,0.6666666666666666,0.6666666666666666,Benevolence: dependability=0.5576 | Benevolence: caring=0.2249 | Conformity: interpersonal=0.0338 | Achievement=0.0265 | Universalism: concern=0.0250
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_245,22,"""In addition to generating more revenue by exporting less gas, Russian oil production grew by 3 and a half percent this year despite sanctions,"" he explained.",Achievement,Power: resources,Achievement | Power: resources,,Achievement,,,Achievement,0.0,0.6666666666666666,0.6666666666666666,Power: resources=0.8374 | Achievement=0.1289 | Security: societal=0.0136 | Power: dominance=0.0112 | Stimulation=0.0109
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,DE_001,29,"While business associations criticize the plans, critics of tax justice are full of praise: Tobias Hauschild from Oxfam Germany speaks of an important first step towards more transparency in corporate taxation.",Stimulation,Self-direction: thought | Self-direction: action,Self-direction: thought | Self-direction: action | Stimulation,,Stimulation,,,Stimulation,0.0,0.5,0.5,Stimulation=0.1778 | Self-direction: action=0.1604 | Self-direction: thought=0.0802 | Universalism: concern=0.0473 | Achievement=0.0357
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,DE_191,36,"""We always read in our family, we were never bored.""",Stimulation | Tradition,Hedonism,Stimulation | Hedonism,,Stimulation,,,Stimulation,0.0,0.5,0.5,Hedonism=0.8493 | Stimulation=0.1996 | Achievement=0.0418 | Humility=0.0357 | Self-direction: thought=0.0320
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,DE_283,28,"They were seen as the next Greens, as a party that takes up an issue that other parties neglect, but which is becoming increasingly important to voters.",Self-direction: thought,Self-direction: action | Stimulation,Self-direction: thought | Self-direction: action | Stimulation,,Self-direction: thought,,,Self-direction: thought,0.0,0.5,0.5,Stimulation=0.2540 | Self-direction: action=0.2494 | Benevolence: dependability=0.0637 | Self-direction: thought=0.0582 | Achievement=0.0538
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,EN_376,4,Extra train and bus services are bringing hordes of both golf fans as well as celebrity spotters up to the north coast this week to experience the buzz of the first Open Championship in Portrush since 1951.,Hedonism,Stimulation | Achievement,Stimulation | Hedonism | Achievement,,Hedonism,,,Hedonism,0.0,0.5,0.5,Hedonism=0.4204 | Stimulation=0.2559 | Achievement=0.1389 | Humility=0.0235 | Face=0.0215
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,IT_M_013,8,"Being a vanguard in Europe in this area would bring enormous benefits to the country: creation of new, highly skilled jobs, enfranchisement from non-European solutions in strategic areas, and protection and enforcement of citizens' rights.",Stimulation,Achievement,Self-direction: action | Stimulation | Achievement,,Self-direction: action | Stimulation,,,Stimulation,0.0,0.5,0.5,Achievement=0.2422 | Stimulation=0.1981 | Benevolence: caring=0.1780 | Self-direction: action=0.1370 | Security: societal=0.1240
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_133,30,"In his own handwritten letter to Behiç, Mustafa Kemal wrote the meaning of Erkin as follows: ""An independent person who has the courage to speak his own truth under all circumstances.""",Self-direction: action,Self-direction: thought | Benevolence: dependability,Self-direction: thought | Self-direction: action | Benevolence: dependability,,Self-direction: action,,,Self-direction: action,0.0,0.5,0.5,Benevolence: dependability=0.4297 | Self-direction: action=0.1302 | Benevolence: caring=0.1249 | Conformity: interpersonal=0.1194 | Self-direction: thought=0.0656
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_290,6,"For every country we visit, we strive to create values specific to that geography.",Self-direction: action | Universalism: concern,Self-direction: thought,Self-direction: thought | Self-direction: action,,Self-direction: action,,,Self-direction: action,0.0,0.5,0.5,Stimulation=0.1622 | Self-direction: action=0.1315 | Self-direction: thought=0.0642 | Benevolence: dependability=0.0430 | Achievement=0.0217
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,DE_294,23,"""There is no politician in Tunisia who can really change the course."" The parliamentary elections will not change this.",Stimulation,Self-direction: thought | Self-direction: action | Achievement,Self-direction: thought | Self-direction: action | Stimulation | Achievement,,Stimulation,,,Stimulation,0.0,0.4,0.4,Self-direction: action=0.4660 | Stimulation=0.1743 | Achievement=0.1674 | Self-direction: thought=0.0986 | Power: dominance=0.0626
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,HE_194,13,"Another agreement relates to the definition of the goals of the reform and the authority to regulate, beyond the need for economic efficiency, concern for the environment, as well as safety and public health, will be added.",Achievement | Security: societal | Universalism: nature,Conformity: rules,Security: societal | Conformity: rules,,Security: societal,,,Security: societal,0.0,0.4,0.4,Conformity: rules=0.8481 | Security: societal=0.4342 | Universalism: concern=0.0485 | Achievement=0.0430 | Power: resources=0.0361
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,NL_078,3,One of the few journalists who was critical of the Rwandan government is dead.,Self-direction: thought,Conformity: interpersonal | Universalism: concern | Universalism: tolerance,Self-direction: thought | Conformity: interpersonal | Universalism: concern | Universalism: tolerance,,Self-direction: thought,,,Self-direction: thought,0.0,0.4,0.4,Universalism: tolerance=0.2539 | Universalism: concern=0.1928 | Conformity: interpersonal=0.1634 | Benevolence: dependability=0.0788 | Self-direction: thought=0.0547
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,TR_245,32,"According to Le Monde yesterday, ""most emerging countries have learned from previous crises.",Achievement,Self-direction: thought | Self-direction: action | Stimulation,Self-direction: thought | Self-direction: action | Stimulation | Achievement,,Achievement,,,Achievement,0.0,0.4,0.4,Stimulation=0.5333 | Self-direction: action=0.1930 | Achievement=0.1281 | Self-direction: thought=0.0830 | Security: societal=0.0668
bce,1984,deberta-v3-base,schwartz,full,pareto_99,8,8,5,0.5,0.01,1.0,2,42,jaccard,0.1,0.2,0.0,BG_007,37,"First you have to find a line of agreement, then convince one or two forces to be of one mind, to gather energy.",Benevolence: dependability,Achievement | Benevolence: dependability,Benevolence: dependability,Achievement,,Achievement,,,0.6666666666666666,1.0,0.33333333333333337,Benevolence: dependability=0.2126 | Achievement=0.1450 | Power: dominance=0.0932 | Face=0.0361 | Self-direction: action=0.0346
